0	32	1
0	48	1
0	112	1
0	208	1
0	255	2
16	32	1
16	48	2
16	128	1
16	144	1
16	192	1
16	208	1
16	224	1
16	240	1
32	96	2
32	144	2
32	192	2
32	208	2
48	16	3
48	32	1
48	80	1
48	96	2
48	128	1
48	144	1
48	160	1
48	176	2
48	192	1
64	16	1
64	32	1
64	96	1
64	128	1
64	160	1
64	176	1
64	208	1
64	224	1
64	240	1
80	16	3
80	32	5
80	48	1
80	96	1
80	112	1
80	160	2
80	176	1
80	208	1
80	240	1
80	255	1
96	48	2
96	96	2
96	112	2
96	192	1
112	32	1
112	128	2
112	144	3
112	176	1
112	208	1
112	224	1
112	255	1
128	32	2
